# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 2
# model = exponential_growth_model
# start_datetime = 2022-07-06 22:52:51 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 75
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220702_r5_MG1655_calibration/stan/exponential_growth_data_1.json
# init = 2 (Default)
# random
#   seed = 3705727063 (Default)
# output
#   file = /Users/tomroeschinger/git/resistance_evolution/processing/plate_reader/20220702_r5_MG1655_calibration/stan/exponential_growth_chain_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,log_10_tau,y_0,sigma_0,tau,lambda,y_th.1,y_th.2,y_th.3,y_th.4,y_th.5,y_th.6,y_th.7,y_th.8,y_th.9,y_th.10,y_th.11,y_th.12,y_th.13,y_th.14,y_th.15,y_th.16,y_th.17,y_th.18,y_th.19,y_th.20,y_th.21,y_th.22,y_th.23,y_th.24,y_th.25,y_th.26,y_th.27,y_th.28,y_th.29,y_th.30,y_th.31,y_th.32,y_th.33,y_th.34,y_th.35,y_th.36,y_th.37,y_ppc.1,y_ppc.2,y_ppc.3,y_ppc.4,y_ppc.5,y_ppc.6,y_ppc.7,y_ppc.8,y_ppc.9,y_ppc.10,y_ppc.11,y_ppc.12,y_ppc.13,y_ppc.14,y_ppc.15,y_ppc.16,y_ppc.17,y_ppc.18,y_ppc.19,y_ppc.20,y_ppc.21,y_ppc.22,y_ppc.23,y_ppc.24,y_ppc.25,y_ppc.26,y_ppc.27,y_ppc.28,y_ppc.29,y_ppc.30,y_ppc.31,y_ppc.32,y_ppc.33,y_ppc.34,y_ppc.35,y_ppc.36,y_ppc.37
-50.7361,0.949506,0.14298,4,15,0,53.3498,1.93551,0.00899566,0.0143055,86.2001,0.00804114,-4.04226,-3.98597,-3.92968,-3.87339,-3.81711,-3.76082,-3.70453,-3.64824,-3.59195,-3.53567,-3.47938,-3.42309,-3.3668,-3.31051,-3.25423,-3.19794,-3.14165,-3.08536,-3.02907,-2.97279,-2.9165,-2.86021,-2.80392,-2.74763,-2.69135,-2.63506,-2.57877,-2.52248,-2.46619,-2.40991,-2.35362,-2.29733,-2.24104,-2.18475,-2.12847,-2.07218,-2.01589,-4.04226,-3.98597,-3.92968,-3.87339,-3.81711,-3.76082,-3.70453,-3.64824,-3.59195,-3.53567,-3.47938,-3.42309,-3.3668,-3.31051,-3.25423,-3.19794,-3.14165,-3.08536,-3.02907,-2.97279,-2.9165,-2.86021,-2.80392,-2.74763,-2.69135,-2.63506,-2.57877,-2.52248,-2.46619,-2.40991,-2.35362,-2.29733,-2.24104,-2.18475,-2.12847,-2.07218,-2.01589
-51.3542,0.640373,0.14298,2,3,0,54.4802,1.93679,0.00900609,0.0143801,86.4545,0.00801748,-4.04307,-3.98694,-3.93082,-3.8747,-3.81858,-3.76245,-3.70633,-3.65021,-3.59409,-3.53797,-3.48184,-3.42572,-3.3696,-3.31348,-3.25735,-3.20123,-3.14511,-3.08899,-3.03286,-2.97674,-2.92062,-2.8645,-2.80837,-2.75225,-2.69613,-2.64001,-2.58388,-2.52776,-2.47164,-2.41552,-2.3594,-2.30327,-2.24715,-2.19103,-2.13491,-2.07878,-2.02266,-4.04307,-3.98694,-3.93082,-3.8747,-3.81858,-3.76245,-3.70633,-3.65021,-3.59409,-3.53797,-3.48184,-3.42572,-3.3696,-3.31348,-3.25735,-3.20123,-3.14511,-3.08899,-3.03286,-2.97674,-2.92062,-2.8645,-2.80837,-2.75225,-2.69613,-2.64001,-2.58388,-2.52776,-2.47164,-2.41552,-2.3594,-2.30327,-2.24715,-2.19103,-2.13491,-2.07878,-2.02266
-49.7484,1,0.14298,4,15,0,51.6065,1.93627,0.00898751,0.0130943,86.3515,0.00802705,-4.04434,-3.98815,-3.93196,-3.87577,-3.81958,-3.76339,-3.7072,-3.65101,-3.59482,-3.53863,-3.48244,-3.42625,-3.37007,-3.31388,-3.25769,-3.2015,-3.14531,-3.08912,-3.03293,-2.97674,-2.92055,-2.86436,-2.80817,-2.75198,-2.69579,-2.6396,-2.58341,-2.52723,-2.47104,-2.41485,-2.35866,-2.30247,-2.24628,-2.19009,-2.1339,-2.07771,-2.02152,-4.04434,-3.98815,-3.93196,-3.87577,-3.81958,-3.76339,-3.7072,-3.65101,-3.59482,-3.53863,-3.48244,-3.42625,-3.37007,-3.31388,-3.25769,-3.2015,-3.14531,-3.08912,-3.03293,-2.97674,-2.92055,-2.86436,-2.80817,-2.75198,-2.69579,-2.6396,-2.58341,-2.52723,-2.47104,-2.41485,-2.35866,-2.30247,-2.24628,-2.19009,-2.1339,-2.07771,-2.02152
-49.8365,0.983033,0.14298,4,15,0,51.0571,1.93736,0.00903705,0.0134082,86.5684,0.00800693,-4.04051,-3.98446,-3.92842,-3.87237,-3.81632,-3.76027,-3.70422,-3.64817,-3.59212,-3.53608,-3.48003,-3.42398,-3.36793,-3.31188,-3.25583,-3.19979,-3.14374,-3.08769,-3.03164,-2.97559,-2.91954,-2.86349,-2.80745,-2.7514,-2.69535,-2.6393,-2.58325,-2.5272,-2.47115,-2.41511,-2.35906,-2.30301,-2.24696,-2.19091,-2.13486,-2.07881,-2.02277,-4.04051,-3.98446,-3.92842,-3.87237,-3.81632,-3.76027,-3.70422,-3.64817,-3.59212,-3.53608,-3.48003,-3.42398,-3.36793,-3.31188,-3.25583,-3.19979,-3.14374,-3.08769,-3.03164,-2.97559,-2.91954,-2.86349,-2.80745,-2.7514,-2.69535,-2.6393,-2.58325,-2.5272,-2.47115,-2.41511,-2.35906,-2.30301,-2.24696,-2.19091,-2.13486,-2.07881,-2.02277
-50.6175,0.987792,0.14298,4,23,0,51.951,1.9324,0.00887632,0.0138425,85.5855,0.00809888,-4.05081,-3.99412,-3.93743,-3.88074,-3.82404,-3.76735,-3.71066,-3.65397,-3.59727,-3.54058,-3.48389,-3.4272,-3.37051,-3.31381,-3.25712,-3.20043,-3.14374,-3.08704,-3.03035,-2.97366,-2.91697,-2.86028,-2.80358,-2.74689,-2.6902,-2.63351,-2.57681,-2.52012,-2.46343,-2.40674,-2.35005,-2.29335,-2.23666,-2.17997,-2.12328,-2.06659,-2.00989,-4.05081,-3.99412,-3.93743,-3.88074,-3.82404,-3.76735,-3.71066,-3.65397,-3.59727,-3.54058,-3.48389,-3.4272,-3.37051,-3.31381,-3.25712,-3.20043,-3.14374,-3.08704,-3.03035,-2.97366,-2.91697,-2.86028,-2.80358,-2.74689,-2.6902,-2.63351,-2.57681,-2.52012,-2.46343,-2.40674,-2.35005,-2.29335,-2.23666,-2.17997,-2.12328,-2.06659,-2.00989
-49.8655,1,0.14298,4,15,0,51.1805,1.9333,0.0088863,0.0136846,85.7629,0.00808213,-4.05108,-3.99451,-3.93793,-3.88136,-3.82478,-3.76821,-3.71163,-3.65506,-3.59848,-3.54191,-3.48533,-3.42876,-3.37218,-3.31561,-3.25903,-3.20246,-3.14588,-3.08931,-3.03273,-2.97616,-2.91958,-2.86301,-2.80643,-2.74986,-2.69328,-2.63671,-2.58013,-2.52356,-2.46698,-2.41041,-2.35383,-2.29726,-2.24068,-2.18411,-2.12753,-2.07096,-2.01438,-4.05108,-3.99451,-3.93793,-3.88136,-3.82478,-3.76821,-3.71163,-3.65506,-3.59848,-3.54191,-3.48533,-3.42876,-3.37218,-3.31561,-3.25903,-3.20246,-3.14588,-3.08931,-3.03273,-2.97616,-2.91958,-2.86301,-2.80643,-2.74986,-2.69328,-2.63671,-2.58013,-2.52356,-2.46698,-2.41041,-2.35383,-2.29726,-2.24068,-2.18411,-2.12753,-2.07096,-2.01438
-49.8655,0.626475,0.14298,1,3,0,51.8006,1.9333,0.0088863,0.0136846,85.7629,0.00808213,-4.05108,-3.99451,-3.93793,-3.88136,-3.82478,-3.76821,-3.71163,-3.65506,-3.59848,-3.54191,-3.48533,-3.42876,-3.37218,-3.31561,-3.25903,-3.20246,-3.14588,-3.08931,-3.03273,-2.97616,-2.91958,-2.86301,-2.80643,-2.74986,-2.69328,-2.63671,-2.58013,-2.52356,-2.46698,-2.41041,-2.35383,-2.29726,-2.24068,-2.18411,-2.12753,-2.07096,-2.01438,-4.05108,-3.99451,-3.93793,-3.88136,-3.82478,-3.76821,-3.71163,-3.65506,-3.59848,-3.54191,-3.48533,-3.42876,-3.37218,-3.31561,-3.25903,-3.20246,-3.14588,-3.08931,-3.03273,-2.97616,-2.91958,-2.86301,-2.80643,-2.74986,-2.69328,-2.63671,-2.58013,-2.52356,-2.46698,-2.41041,-2.35383,-2.29726,-2.24068,-2.18411,-2.12753,-2.07096,-2.01438
-49.903,0.994323,0.14298,4,31,0,50.267,1.93706,0.00904833,0.0134574,86.5095,0.00801238,-4.03881,-3.98272,-3.92664,-3.87055,-3.81446,-3.75838,-3.70229,-3.6462,-3.59012,-3.53403,-3.47794,-3.42186,-3.36577,-3.30968,-3.2536,-3.19751,-3.14142,-3.08534,-3.02925,-2.97316,-2.91708,-2.86099,-2.8049,-2.74882,-2.69273,-2.63664,-2.58056,-2.52447,-2.46838,-2.4123,-2.35621,-2.30012,-2.24404,-2.18795,-2.13186,-2.07578,-2.01969,-4.03881,-3.98272,-3.92664,-3.87055,-3.81446,-3.75838,-3.70229,-3.6462,-3.59012,-3.53403,-3.47794,-3.42186,-3.36577,-3.30968,-3.2536,-3.19751,-3.14142,-3.08534,-3.02925,-2.97316,-2.91708,-2.86099,-2.8049,-2.74882,-2.69273,-2.63664,-2.58056,-2.52447,-2.46838,-2.4123,-2.35621,-2.30012,-2.24404,-2.18795,-2.13186,-2.07578,-2.01969
-49.975,0.931597,0.14298,4,31,0,50.9851,1.9364,0.00899285,0.0139693,86.3765,0.00802472,-4.04394,-3.98776,-3.93159,-3.87542,-3.81924,-3.76307,-3.7069,-3.65073,-3.59455,-3.53838,-3.48221,-3.42603,-3.36986,-3.31369,-3.25751,-3.20134,-3.14517,-3.089,-3.03282,-2.97665,-2.92048,-2.8643,-2.80813,-2.75196,-2.69578,-2.63961,-2.58344,-2.52727,-2.47109,-2.41492,-2.35875,-2.30257,-2.2464,-2.19023,-2.13405,-2.07788,-2.02171,-4.04394,-3.98776,-3.93159,-3.87542,-3.81924,-3.76307,-3.7069,-3.65073,-3.59455,-3.53838,-3.48221,-3.42603,-3.36986,-3.31369,-3.25751,-3.20134,-3.14517,-3.089,-3.03282,-2.97665,-2.92048,-2.8643,-2.80813,-2.75196,-2.69578,-2.63961,-2.58344,-2.52727,-2.47109,-2.41492,-2.35875,-2.30257,-2.2464,-2.19023,-2.13405,-2.07788,-2.02171
-49.5272,0.993737,0.14298,3,7,0,50.0133,1.93603,0.00900087,0.0139438,86.3042,0.00803144,-4.04249,-3.98627,-3.93005,-3.87383,-3.81761,-3.76139,-3.70517,-3.64895,-3.59272,-3.5365,-3.48028,-3.42406,-3.36784,-3.31162,-3.2554,-3.19918,-3.14296,-3.08674,-3.03052,-2.9743,-2.91808,-2.86186,-2.80564,-2.74942,-2.6932,-2.63698,-2.58076,-2.52454,-2.46832,-2.4121,-2.35588,-2.29966,-2.24344,-2.18722,-2.131,-2.07478,-2.01856,-4.04249,-3.98627,-3.93005,-3.87383,-3.81761,-3.76139,-3.70517,-3.64895,-3.59272,-3.5365,-3.48028,-3.42406,-3.36784,-3.31162,-3.2554,-3.19918,-3.14296,-3.08674,-3.03052,-2.9743,-2.91808,-2.86186,-2.80564,-2.74942,-2.6932,-2.63698,-2.58076,-2.52454,-2.46832,-2.4121,-2.35588,-2.29966,-2.24344,-2.18722,-2.131,-2.07478,-2.01856
-50.911,0.985736,0.14298,4,15,0,51.8167,1.93478,0.00894591,0.0144417,86.056,0.00805461,-4.04668,-3.9903,-3.93392,-3.87754,-3.82115,-3.76477,-3.70839,-3.65201,-3.59563,-3.53924,-3.48286,-3.42648,-3.3701,-3.31371,-3.25733,-3.20095,-3.14457,-3.08819,-3.0318,-2.97542,-2.91904,-2.86266,-2.80627,-2.74989,-2.69351,-2.63713,-2.58075,-2.52436,-2.46798,-2.4116,-2.35522,-2.29883,-2.24245,-2.18607,-2.12969,-2.0733,-2.01692,-4.04668,-3.9903,-3.93392,-3.87754,-3.82115,-3.76477,-3.70839,-3.65201,-3.59563,-3.53924,-3.48286,-3.42648,-3.3701,-3.31371,-3.25733,-3.20095,-3.14457,-3.08819,-3.0318,-2.97542,-2.91904,-2.86266,-2.80627,-2.74989,-2.69351,-2.63713,-2.58075,-2.52436,-2.46798,-2.4116,-2.35522,-2.29883,-2.24245,-2.18607,-2.12969,-2.0733,-2.01692
-50.5438,0.868185,0.14298,4,15,0,52.3521,1.93476,0.00891669,0.013745,86.0521,0.00805498,-4.04992,-3.99354,-3.93716,-3.88077,-3.82439,-3.768,-3.71162,-3.65523,-3.59885,-3.54246,-3.48608,-3.42969,-3.37331,-3.31692,-3.26054,-3.20415,-3.14777,-3.09138,-3.035,-2.97861,-2.92223,-2.86584,-2.80946,-2.75307,-2.69669,-2.6403,-2.58392,-2.52753,-2.47115,-2.41476,-2.35838,-2.302,-2.24561,-2.18923,-2.13284,-2.07646,-2.02007,-4.04992,-3.99354,-3.93716,-3.88077,-3.82439,-3.768,-3.71162,-3.65523,-3.59885,-3.54246,-3.48608,-3.42969,-3.37331,-3.31692,-3.26054,-3.20415,-3.14777,-3.09138,-3.035,-2.97861,-2.92223,-2.86584,-2.80946,-2.75307,-2.69669,-2.6403,-2.58392,-2.52753,-2.47115,-2.41476,-2.35838,-2.302,-2.24561,-2.18923,-2.13284,-2.07646,-2.02007
-51.0189,0.999519,0.14298,4,15,0,52.4125,1.93511,0.00894373,0.0143711,86.1206,0.00804856,-4.04743,-3.99109,-3.93475,-3.87841,-3.82207,-3.76573,-3.70939,-3.65305,-3.59671,-3.54037,-3.48403,-3.42769,-3.37135,-3.31501,-3.25867,-3.20233,-3.14599,-3.08965,-3.03331,-2.97697,-2.92063,-2.86429,-2.80795,-2.75161,-2.69527,-2.63893,-2.58259,-2.52625,-2.46991,-2.41357,-2.35723,-2.30089,-2.24455,-2.18821,-2.13187,-2.07553,-2.01919,-4.04743,-3.99109,-3.93475,-3.87841,-3.82207,-3.76573,-3.70939,-3.65305,-3.59671,-3.54037,-3.48403,-3.42769,-3.37135,-3.31501,-3.25867,-3.20233,-3.14599,-3.08965,-3.03331,-2.97697,-2.92063,-2.86429,-2.80795,-2.75161,-2.69527,-2.63893,-2.58259,-2.52625,-2.46991,-2.41357,-2.35723,-2.30089,-2.24455,-2.18821,-2.13187,-2.07553,-2.01919
-50.1566,0.996945,0.14298,5,31,0,52.2579,1.93656,0.00901488,0.012831,86.4099,0.00802162,-4.04175,-3.9856,-3.92945,-3.87329,-3.81714,-3.76099,-3.70484,-3.64869,-3.59254,-3.53639,-3.48023,-3.42408,-3.36793,-3.31178,-3.25563,-3.19948,-3.14333,-3.08718,-3.03102,-2.97487,-2.91872,-2.86257,-2.80642,-2.75027,-2.69412,-2.63797,-2.58181,-2.52566,-2.46951,-2.41336,-2.35721,-2.30106,-2.24491,-2.18875,-2.1326,-2.07645,-2.0203,-4.04175,-3.9856,-3.92945,-3.87329,-3.81714,-3.76099,-3.70484,-3.64869,-3.59254,-3.53639,-3.48023,-3.42408,-3.36793,-3.31178,-3.25563,-3.19948,-3.14333,-3.08718,-3.03102,-2.97487,-2.91872,-2.86257,-2.80642,-2.75027,-2.69412,-2.63797,-2.58181,-2.52566,-2.46951,-2.41336,-2.35721,-2.30106,-2.24491,-2.18875,-2.1326,-2.07645,-2.0203
-50.7598,0.952366,0.14298,5,31,0,51.7296,1.93273,0.0088877,0.0140791,85.651,0.0080927,-4.05004,-3.9934,-3.93675,-3.8801,-3.82345,-3.7668,-3.71015,-3.6535,-3.59685,-3.5402,-3.48356,-3.42691,-3.37026,-3.31361,-3.25696,-3.20031,-3.14366,-3.08701,-3.03036,-2.97372,-2.91707,-2.86042,-2.80377,-2.74712,-2.69047,-2.63382,-2.57717,-2.52052,-2.46388,-2.40723,-2.35058,-2.29393,-2.23728,-2.18063,-2.12398,-2.06733,-2.01068,-4.05004,-3.9934,-3.93675,-3.8801,-3.82345,-3.7668,-3.71015,-3.6535,-3.59685,-3.5402,-3.48356,-3.42691,-3.37026,-3.31361,-3.25696,-3.20031,-3.14366,-3.08701,-3.03036,-2.97372,-2.91707,-2.86042,-2.80377,-2.74712,-2.69047,-2.63382,-2.57717,-2.52052,-2.46388,-2.40723,-2.35058,-2.29393,-2.23728,-2.18063,-2.12398,-2.06733,-2.01068
-50.7246,0.995459,0.14298,4,15,0,52.3852,1.93513,0.00895174,0.0143613,86.126,0.00804806,-4.04658,-3.99024,-3.9339,-3.87757,-3.82123,-3.76489,-3.70856,-3.65222,-3.59589,-3.53955,-3.48321,-3.42688,-3.37054,-3.3142,-3.25787,-3.20153,-3.14519,-3.08886,-3.03252,-2.97618,-2.91985,-2.86351,-2.80717,-2.75084,-2.6945,-2.63817,-2.58183,-2.52549,-2.46916,-2.41282,-2.35648,-2.30015,-2.24381,-2.18747,-2.13114,-2.0748,-2.01846,-4.04658,-3.99024,-3.9339,-3.87757,-3.82123,-3.76489,-3.70856,-3.65222,-3.59589,-3.53955,-3.48321,-3.42688,-3.37054,-3.3142,-3.25787,-3.20153,-3.14519,-3.08886,-3.03252,-2.97618,-2.91985,-2.86351,-2.80717,-2.75084,-2.6945,-2.63817,-2.58183,-2.52549,-2.46916,-2.41282,-2.35648,-2.30015,-2.24381,-2.18747,-2.13114,-2.0748,-2.01846
